False,/tZjVVIYXACV4IIIhXeIM59ytqwS.jpg,,200000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 10752, u'name': u'War'}]",http://www.starwars.com/films/rogue-one,330459,tt3748528,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,28.490792,/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg,"[{u'name': u'Lucasfilm', u'id': 1}, {u'name': u'Walt Disney Studios Motion Pictures', u'id': 3036}, {u'name': u'Allison Shearmur Productions', u'id': 47706}, {u'name': u'Black Hangar Studios', u'id': 68738}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-12-14,1053929274,133,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,A Rebellion Built on Hope,Rogue One: A Star Wars Story,False,7.3,2884
False,/4G6FNNLSIVrwSRZyFs91hQ3lZtD.jpg,,5000000,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",http://www.splitmovie.com/,381288,tt4972582,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him—as well as everyone around him—as the walls between his compartments shatter apart.",27.540578,/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg,"[{u'name': u'Universal Pictures', u'id': 33}, {u'name': u'Blumhouse Productions', u'id': 3172}, {u'name': u'Blinding Edge Pictures', u'id': 12236}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-01-19,248661169,117,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,Split,False,6.7,1486
False,/yIZ1xendyqKvY3FGeeUYUd5X9Mm.jpg,,47000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.arrivalmovie.com/,329865,tt2543164,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",27.300007,/hLudzvGfpi6JlwUnsNhXwKKg4j.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'21 Laps Entertainment', u'id': 2575}, {u'name': u'FilmNation Entertainment', u'id': 7493}, {u'name': u'Lava Bear Films', u'id': 32300}, {u'name': u'Xenolinguistics', u'id': 88466}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-11-10,198005056,113,"[{u'iso_639_1': u'zh', u'name': u'\u666e\u901a\u8bdd'}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}]",Released,Why are they here?,Arrival,False,6.9,3275
False,/bHarw8xrmQeqf3t8HpuMY7zoK4x.jpg,"{u'backdrop_path': u'/b09vRh5oOda2REMlv9yiMxULRIt.jpg', u'poster_path': u'/kFWLxUwcSpiLzszZbxUIZT9g6WR.jpg', u'id': 284433, u'name': u'Guardians of the Galaxy Collection'}",170000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 12, u'name': u'Adventure'}]",http://marvel.com/guardians,118340,tt2015381,en,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",26.817635,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,"[{u'name': u'Marvel Studios', u'id': 420}, {u'name': u'Moving Picture Company (MPC)', u'id': 20478}, {u'name': u'Bulletproof Cupid', u'id': 54850}, {u'name': u'Revolution Sun Studios', u'id': 76043}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2014-07-30,773328629,121,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,All heroes start somewhere.,Guardians of the Galaxy,False,7.9,6716
False,/jGPSVArC0GS2VVc0aGAqGTjfFOG.jpg,,110000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.ghostintheshellmovie.com/,315837,tt1219827,en,Ghost in the Shell,"Based on the internationally-acclaimed sci-fi property, GHOST IN THE SHELL follows the Major, a special ops, one-of-a-kind human-cyborg hybrid, who leads the elite task force Section 9. Devoted to stopping the most dangerous criminals and extremists, Section 9 is faced with an enemy whose singular goal is to wipe out Hanka Robotic’s advancements in cyber technology.",25.89069,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'DreamWorks SKG', u'id': 27}, {u'name': u'Grosvenor Park Productions', u'id': 17449}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-03-29,0,106,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,,Ghost in the Shell,False,6.5,124
False,/n1y094tVDFATSzkTnFxoGZ1qNsG.jpg,"{u'backdrop_path': u'/hBQOWY8qWXJVFAc8yLTh1teIu43.jpg', u'poster_path': None, u'id': 448150, u'name': u'Deadpool Collection'}",58000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",http://www.foxmovies.com/movies/deadpool,293660,tt1431045,en,Deadpool,"Based upon Marvel Comics’ most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",25.372201,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,"[{u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}, {u'name': u'Marvel Entertainment', u'id': 7505}, {u'name': u""The Donners' Company"", u'id': 11307}, {u'name': u'TSG Entertainment', u'id': 22213}, {u'name': u'Kinberg Genre', u'id': 78091}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-02-09,783112979,108,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Witness the beginning of a happy ending,Deadpool,False,7.3,7573
False,/PIXSMakrO3s2dqA7mCvAAoVR0E.jpg,"{u'backdrop_path': u'/2gSaXagD9ZCuBHOsXF4tvtW7Djd.jpg', u'poster_path': u'/aK8qq0X0pZbf5ncE3JLQ27hdC4F.jpg', u'id': 2326, u'name': u'Underworld Collection'}",35000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 27, u'name': u'Horror'}]",http://www.underworldbloodwars-movie.com/,346672,tt3717252,en,Underworld: Blood Wars,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",24.351674,/nHXiMnWUAUba2LZ0dFkNDVdvJ1o.jpg,"[{u'name': u'Lakeshore Entertainment', u'id': 126}, {u'name': u'Screen Gems', u'id': 3287}, {u'name': u'Sketch Films', u'id': 7738}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-11-28,81093313,91,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'it', u'name': u'Italiano'}, {u'iso_639_1': u'pt', u'name': u'Portugu\xeas'}, {u'iso_639_1': u'uk', u'name': u'\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439'}]",Released,Protect the Bloodline,Underworld: Blood Wars,False,4.9,1113
False,/tFI8VLMgSTTU38i8TIsklfqS9Nl.jpg,,165000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 14, u'name': u'Fantasy'}, {u'id': 878, u'name': u'Science Fiction'}]",http://marvel.com/doctorstrange,284052,tt1211837,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",22.452806,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,"[{u'name': u'Marvel Studios', u'id': 420}, {u'name': u'Walt Disney Studios Motion Pictures', u'id': 3036}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-10-25,677548114,115,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Open your mind. Change your reality.,Doctor Strange,False,6.9,3181
False,/eQkaPwMpJARFoPvbbNz2Z0Kye4O.jpg,,120000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.powerrangers.movie/,305470,tt3717490,en,Power Rangers,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",21.877555,/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,"[{u'name': u'Lionsgate', u'id': 1632}, {u'name': u'Saban Brands', u'id': 11305}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'CA', u'name': u'Canada'}]",2017-03-23,0,124,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Together we are more,Power Rangers,False,6.6,143
False,/m5O3SZvQ6EgD5XXXLPIP1wLppeW.jpg,"{u'backdrop_path': u'/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg', u'poster_path': u'/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', u'id': 131295, u'name': u'Captain America Collection'}",250000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 878, u'name': u'Science Fiction'}]",http://marvel.com/captainamericapremiere,271110,tt3498820,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",21.373941,/kSBXou5Ac7vEqKd97wotJumyJvU.jpg,"[{u'name': u'Studio Babelsberg', u'id': 264}, {u'name': u'Marvel Studios', u'id': 420}, {u'name': u'Vita-Ray Dutch Productions (III)', u'id': 84424}, {u'name': u'Deluxe Digital Studios', u'id': 84425}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-04-27,1153304495,146,"[{u'iso_639_1': u'ro', u'name': u'Rom\xe2n\u0103'}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}, {u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}]",Released,Divided We Fall,Captain America: Civil War,False,6.9,5081
